category,words
affect,hateful* 
negemo,hateful* 
anger,hateful* 
affect,hater* 
negemo,hater* 
anger,hater* 
verb,hates 
affect,hates 
negemo,hates 
anger,hates 
focuspresent,hates 
verb,hating 
affect,hating 
negemo,hating 
anger,hating 
affect,hatred 
negemo,hatred 
anger,hatred 
adj,haunted 
affect,haunted 
negemo,haunted 
function,have 
auxverb,have 
verb,have 
focuspresent,have 
function,haven't 
auxverb,haven't 
negate,haven't 
verb,haven't 
cogproc,haven't 
differ,haven't 
focuspresent,haven't 
function,havent 
auxverb,havent 
negate,havent 
verb,havent 
cogproc,havent 
differ,havent 
focuspresent,havent 
function,having 
auxverb,having 
verb,having 
affect,hazard* 
negemo,hazard* 
drives,hazard* 
risk,hazard* 
adj,hazy 
affect,hazy 
cogproc,hazy 
tentat,hazy 
percept,hazy 
see,hazy 
leisure,hbo 
function,he 
pronoun,he 
ppron,he 
shehe,he 
social,he 
male,he 
function,he'd 
pronoun,he'd 
ppron,he'd 
shehe,he'd 
auxverb,he'd 
verb,he'd 
social,he'd 
male,he'd 
verb,he'll 
social,he'll 
male,he'll 
focusfuture,he'll 
function,he's 
pronoun,he's 
ppron,he's 
shehe,he's 
auxverb,he's 
verb,he's 
social,he's 
male,he's 
focuspresent,he's 
social,he-* 
male,he-* 
bio,head 
body,head 
bio,headache* 
health,headache* 
relativ,headed 
motion,headed 
work,headhunter* 
verb,headin* 
focusfuture,headin* 
relativ,headin* 
motion,headin* 
bio,heads 
body,heads 
verb,heal 
affect,heal 
posemo,heal 
bio,heal 
health,heal 
focuspresent,heal 
verb,healed 
affect,healed 
posemo,healed 
bio,healed 
health,healed 
focuspast,healed 
affect,healer* 
posemo,healer* 
bio,healer* 
health,healer* 
verb,healing 
affect,healing 
posemo,healing 
bio,healing 
health,healing 
verb,heals 
affect,heals 
posemo,heals 
bio,heals 
health,heals 
focuspresent,heals 
bio,health 
health,health 
adj,healthful 
bio,healthful 
health,healthful 
adj,healthier 
compare,healthier 
bio,healthier 
health,healthier 
adj,healthiest 
compare,healthiest 
bio,healthiest 
health,healthiest 
bio,healthily 
health,healthily 
adj,healthy 
affect,healthy 
posemo,healthy 
bio,healthy 
health,healthy 
verb,hear 
social,hear 
percept,hear 
hear,hear 
focuspresent,hear 
verb,heard 
social,heard 
percept,heard 
hear,heard 
focuspast,heard 
social,hearing 
percept,hearing 
hear,hearing 
verb,hears 
social,hears 
percept,hears 
hear,hears 
focuspresent,hears 
bio,heart 
body,heart 
affect,heartbreak* 
negemo,heartbreak* 
sad,heartbreak* 
affect,heartbroke* 
negemo,heartbroke* 
sad,heartbroke* 
bio,heartburn* 
health,heartburn* 
adj,heartfelt 
affect,heartfelt 
posemo,heartfelt 
affect,heartless* 
negemo,heartless* 
anger,heartless* 
bio,hearts 
body,hearts 
affect,heartwarm* 
posemo,heartwarm* 
affect,heaven* 
posemo,heaven* 
relig,heaven* 
adj,heavie* 
compare,heavie* 
percept,heavie* 
feel,heavie* 
adj,heavy 
percept,heavy 
feel,heavy 
verb,heed 
cogproc,heed 
insight,heed 
focuspresent,heed 
verb,heeded 
cogproc,heeded 
insight,heeded 
focuspast,heeded 
bio,heel* 
body,heel* 
affect,heh* 
posemo,heh* 
relativ,height* 
space,height* 
verb,held 
focuspast,held 
affect,hell 
negemo,hell 
anger,hell 
relig,hell 
adj,hellish 
affect,hellish 
negemo,hellish 
anger,hellish 
relig,hellish 
social,hello* 
drives,hello* 
affiliation,hello* 
relig,hells 
social,help 
drives,help 
affiliation,help 
power,help 
verb,helped 
focuspast,helped 
affect,helper* 
posemo,helper* 
social,helper* 
drives,helper* 
power,helper* 
adj,helpful 
affect,helpful 
posemo,helpful 
social,helpful 
drives,helpful 
affiliation,helpful 
affect,helpfully 
posemo,helpfully 
social,helpfully 
affect,helpfulness 
posemo,helpfulness 
social,helpfulness 
drives,helpfulness 
affiliation,helpfulness 
affect,helping 
posemo,helping 
social,helping 
bio,helpings 
ingest,helpings 
affect,helpless* 
negemo,helpless* 
sad,helpless* 
drives,helpless* 
power,helpless* 
verb,helps 
affect,helps 
posemo,helps 
social,helps 
drives,helps 
affiliation,helps 
focuspresent,helps 
bio,hemor* 
health,hemor* 
function,hence 
adverb,hence 
cogproc,hence 
cause,hence 
function,henceforth 
adverb,henceforth 
focusfuture,henceforth 
function,her 
pronoun,her 
ppron,her 
shehe,her 
social,her 
female,her 
function,here 
adverb,here 
function,here's 
adverb,here's 
verb,here's 
focuspresent,here's 
function,hereafter 
prep,hereafter 
function,herein 
adverb,herein 
function,heres 
adverb,heres 
verb,heres 
focuspresent,heres 
function,hereto* 
adverb,hereto* 
affect,hero 
posemo,hero 
affect,hero's 
posemo,hero's 
affect,heroes 
posemo,heroes 
affect,heroic* 
posemo,heroic* 
affect,heroine* 
posemo,heroine* 
social,heroine* 
female,heroine* 
affect,heroism 
posemo,heroism 
bio,herpes 
health,herpes 
function,hers 
pronoun,hers 
ppron,hers 
shehe,hers 
social,hers 
female,hers 
function,herself 
pronoun,herself 
ppron,herself 
shehe,herself 
social,herself 
female,herself 
function,hes 
pronoun,hes 
ppron,hes 
shehe,hes 
auxverb,hes 
verb,hes 
social,hes 
male,hes 
focuspresent,hes 
affect,hesita* 
negemo,hesita* 
anx,hesita* 
cogproc,hesita* 
tentat,hesita* 
drives,hesita* 
risk,hesita* 
bio,heterosexual* 
sexual,heterosexual* 
social,hey 
social,hi 
drives,hi 
affiliation,hi 
bio,hiccup* 
health,hiccup* 
drives,hid 
risk,hid 
adj,hidden 
percept,hidden 
see,hidden 
drives,hide 
risk,hide 
drives,hides 
risk,hides 
drives,hiding 
risk,hiding 
drives,hierarch* 
power,hierarch* 
adj,high 
drives,high 
power,high 
relativ,high 
space,high 
adj,high-ranking 
drives,high-ranking 
power,high-ranking 
adj,higher 
compare,higher 
drives,higher 
power,higher 
relativ,higher 
space,higher 
adj,highest 
compare,highest 
drives,highest 
power,highest 
relativ,highest 
space,highest 
drives,highness 
power,highness 
work,highschool* 
relativ,hik* 
motion,hik* 
leisure,hik* 
affect,hilarious 
posemo,hilarious 
function,him 
pronoun,him 
ppron,him 
shehe,him 
social,him 
male,him 
function,himself 
pronoun,himself 
ppron,himself 
shehe,himself 
social,himself 
male,himself 
drives,hinder* 
risk,hinder* 
relig,hindu* 
bio,hip 
body,hip 
leisure,hiphop 
bio,hips 
body,hips 
social,hipster 
work,hire 
verb,hired 
drives,hired 
power,hired 
focuspast,hired 
work,hired 
work,hires 
verb,hiring 
work,hiring 
function,his 
pronoun,his 
ppron,his 
shehe,his 
social,his 
male,his 
function,hissel* 
pronoun,hissel* 
ppron,hissel* 
shehe,hissel* 
social,hissel* 
male,hissel* 
relativ,histor* 
time,histor* 
verb,hit 
bio,hiv 
health,hiv 
sexual,hiv 
leisure,hobb* 
drives,hobo* 
power,hobo* 
leisure,hockey* 
affect,hoho* 
posemo,hoho* 
relativ,hole* 
space,hole* 
leisure,holiday* 
adj,holier 
compare,holier 
relig,holier 
adj,holiest 
compare,holiest 
relig,holiest 
adj,holy 
relig,holy 
home,home 
drives,homeless* 
power,homeless* 
adj,homemade 
home,homes 
affect,homesick* 
negemo,homesick* 
sad,homesick* 
home,homesick* 
work,homework* 
home,homework* 
social,homie 
friend,homie 
drives,homie 
affiliation,homie 
bio,homo 
sexual,homo 
bio,homos 
sexual,homos 
bio,homosexual* 
sexual,homosexual* 
adj,honest 
affect,honest 
posemo,honest 
affect,honestly 
posemo,honestly 
affect,honesty 
posemo,honesty 
social,honey 
friend,honey 
percept,honey 
social,honeymoon* 
family,honeymoon* 
drives,honeymoon* 
affiliation,honeymoon* 
affect,honor* 
posemo,honor* 
drives,honor* 
achiev,honor* 
power,honor* 
affect,honour* 
posemo,honour* 
drives,honour* 
achiev,honour* 
power,honour* 
leisure,hooka* 
bio,hooker* 
sexual,hooker* 
drives,hookup* 
affiliation,hookup* 
affect,hooray 
posemo,hooray 
relativ,hop 
motion,hop 
verb,hope 
affect,hope 
posemo,hope 
cogproc,hope 
discrep,hope 
tentat,hope 
focuspresent,hope 
focusfuture,hope 
verb,hoped 
affect,hoped 
posemo,hoped 
cogproc,hoped 
discrep,hoped 
tentat,hoped 
focuspast,hoped 
adj,hopeful 
affect,hopeful 
posemo,hopeful 
cogproc,hopeful 
discrep,hopeful 
tentat,hopeful 
focusfuture,hopeful 
function,hopefully 
adverb,hopefully 
affect,hopefully 
posemo,hopefully 
cogproc,hopefully 
discrep,hopefully 
tentat,hopefully 
focusfuture,hopefully 
affect,hopeless* 
negemo,hopeless* 
sad,hopeless* 
drives,hopeless* 
power,hopeless* 
verb,hopes 
affect,hopes 
posemo,hopes 
cogproc,hopes 
discrep,hopes 
tentat,hopes 
focuspresent,hopes 
verb,hoping 
affect,hoping 
posemo,hoping 
cogproc,hoping 
discrep,hoping 
tentat,hoping 
focusfuture,hoping 
relativ,horizontal* 
space,horizontal* 
bio,hormone* 
health,hormone* 
bio,hornie* 
body,hornie* 
sexual,hornie* 
adj,horny 
bio,horny 
body,horny 
sexual,horny 
adj,horrible 
affect,horrible 
negemo,horrible 
anx,horrible 
affect,horribly 
negemo,horribly 
anx,horribly 
affect,horrid* 
negemo,horrid* 
anx,horrid* 
affect,horror* 
negemo,horror* 
anx,horror* 
leisure,horseback 
bio,hospital* 
health,hospital* 
affect,hostil* 
negemo,hostil* 
anger,hostil* 
social,hostil* 
adj,hot 
percept,hot 
feel,hot 
leisure,hotel* 
adj,hotter 
compare,hotter 
percept,hotter 
feel,hotter 
adj,hottest 
compare,hottest 
percept,hottest 
feel,hottest 
social,hottie 
friend,hottie 
relativ,hour* 
time,hour* 
home,house 
home,household* 
social,househusband* 
male,househusband* 
home,househusband* 
home,houses 
social,housewi* 
female,housewi* 
home,housewi* 
work,housework 
home,housework 
home,housing 
function,how 
adverb,how 
conj,how 
interrog,how 
cogproc,how 
cause,how 
function,how'd 
adverb,how'd 
conj,how'd 
verb,how'd 
interrog,how'd 
cogproc,how'd 
cause,how'd 
function,how're 
adverb,how're 
conj,how're 
verb,how're 
interrog,how're 
cogproc,how're 
cause,how're 
focuspresent,how're 
function,how's 
adverb,how's 
conj,how's 
verb,how's 
interrog,how's 
cogproc,how's 
cause,how's 
focuspresent,how's 
function,howd 
adverb,howd 
conj,howd 
verb,howd 
interrog,howd 
cogproc,howd 
cause,howd 
focuspast,howd 
function,however 
adverb,however 
conj,however 
cogproc,however 
differ,however 
function,howre 
adverb,howre 
conj,howre 
verb,howre 
interrog,howre 
cogproc,howre 
cause,howre 
focuspresent,howre 
function,hows 
adverb,hows 
conj,hows 
verb,hows 
interrog,hows 
cogproc,hows 
cause,hows 
focuspresent,hows 
work,hr 
social,hubby 
family,hubby 
male,hubby 
drives,hubby 
affiliation,hubby 
affect,hug 
posemo,hug 
social,hug 
drives,hug 
affiliation,hug 
drives,huge 
power,huge 
relativ,huge 
space,huge 
relativ,hugely 
space,hugely 
adj,huger 
compare,huger 
drives,huger 
power,huger 
relativ,huger 
space,huger 
adj,hugest 
compare,hugest 
drives,hugest 
power,hugest 
relativ,hugest 
space,hugest 
affect,hugg* 
posemo,hugg* 
drives,hugg* 
affiliation,hugg* 
affect,hugs 
posemo,hugs 
drives,hugs 
affiliation,hugs 
leisure,hulu 
social,human* 
drives,humble 
power,humble 
adj,humbler 
compare,humbler 
drives,humbler 
power,humbler 
adj,humblest 
compare,humblest 
drives,humblest 
power,humblest 
affect,humiliat* 
negemo,humiliat* 
anx,humiliat* 
anger,humiliat* 
drives,humiliat* 
power,humiliat* 
affect,humor* 
posemo,humor* 
affect,humour* 
posemo,humour* 
bio,hump* 
sexual,hump* 
number,hundred* 
bio,hunger* 
ingest,hunger* 
affect,hungover 
negemo,hungover 
bio,hungover 
health,hungover 
adj,hungrier 
compare,hungrier 
bio,hungrier 
ingest,hungrier 
adj,hungriest 
compare,hungriest 
bio,hungriest 
ingest,hungriest 
bio,hungrily 
ingest,hungrily 
bio,hungry 
ingest,hungry 
leisure,hunting 
affect,hurra* 
posemo,hurra* 
verb,hurrie* 
relativ,hurrie* 
time,hurrie* 
relativ,hurry* 
time,hurry* 
affect,hurt* 
negemo,hurt* 
sad,hurt* 
percept,hurt* 
feel,hurt* 
social,husband* 
family,husband* 
male,husband* 
drives,husband* 
affiliation,husband* 
percept,hush* 
hear,hush* 
percept,hymn* 
hear,hymn* 
relig,hymn* 
bio,hyperten* 
health,hyperten* 
bio,hypotherm* 
health,hypotherm* 
cogproc,hypothes* 
tentat,hypothes* 
cogproc,hypothetic* 
tentat,hypothetic* 
function,i 
pronoun,i 
ppron,i 
i,i 
function,i'd 
pronoun,i'd 
ppron,i'd 
i,i'd 
auxverb,i'd 
verb,i'd 
function,i'd've 
pronoun,i'd've 
ppron,i'd've 
i,i'd've 
focuspast,i'd've 
function,i'll 
pronoun,i'll 
ppron,i'll 
i,i'll 
auxverb,i'll 
verb,i'll 
focusfuture,i'll 
function,i'm 
pronoun,i'm 
ppron,i'm 
i,i'm 
auxverb,i'm 
verb,i'm 
focuspresent,i'm 
focusfuture,i'mma 
function,i've 
pronoun,i've 
ppron,i've 
i,i've 
auxverb,i've 
verb,i've 
focuspresent,i've 
bio,ibuprofen 
health,ibuprofen 
bio,icu 
health,icu 
function,id 
pronoun,id 
ppron,id 
i,id 
auxverb,id 
verb,id 
function,idc 
pronoun,idc 
ppron,idc 
i,idc 
cogproc,idea 
insight,idea 
affect,ideal* 
posemo,ideal* 
cogproc,ideal* 
discrep,ideal* 
drives,ideal* 
achiev,ideal* 
cogproc,ideas 
insight,ideas 
adj,identical 
compare,identical 
cogproc,identif* 
insight,identif* 
function,idgaf 
pronoun,idgaf 
ppron,idgaf 
i,idgaf 
affect,idiot* 
negemo,idiot* 
anger,idiot* 
function,idk 
pronoun,idk 
ppron,idk 
i,idk 
negate,idk 
function,idontknow 
pronoun,idontknow 
ppron,idontknow 
i,idontknow 
function,idve 
pronoun,idve 
ppron,idve 
i,idve 
focuspast,idve 
function,if 
conj,if 
cogproc,if 
discrep,if 
tentat,if 
differ,if 
cogproc,ignit* 
cause,ignit* 
affect,ignorable 
negemo,ignorable 
affect,ignoramus 
negemo,ignoramus 
affect,ignorant 
negemo,ignorant 
drives,ignorant 
power,ignorant 
verb,ignore 
affect,ignore 
negemo,ignore 
focuspresent,ignore 
verb,ignored 
affect,ignored 
negemo,ignored 
focuspast,ignored 
verb,ignores 
affect,ignores 
negemo,ignores 
focuspresent,ignores 
verb,ignoring 
affect,ignoring 
negemo,ignoring 
function,ikr 
pronoun,ikr 
ppron,ikr 
i,ikr 
bio,ill 
health,ill 
bio,illness* 
health,illness* 
function,ily* 
pronoun,ily* 
ppron,ily* 
i,ily* 
you,ily* 
affect,ily* 
posemo,ily* 
function,im 
pronoun,im 
ppron,im 
i,im 
auxverb,im 
verb,im 
focuspresent,im 
function,ima 
pronoun,ima 
ppron,ima 
i,ima 
focusfuture,ima 
percept,image* 
see,image* 
cogproc,imagin* 
insight,imagin* 
relig,imam* 
function,imean 
pronoun,imean 
ppron,imean 
i,imean 
function,imma 
pronoun,imma 
ppron,imma 
i,imma 
focusfuture,imma 
relativ,immediate 
time,immediate 
function,immediately 
adverb,immediately 
relativ,immediately 
time,immediately 
relativ,immediateness 
time,immediateness 
focusfuture,imminent 
affect,immoral* 
negemo,immoral* 
relig,immoral* 
relativ,immortal* 
time,immortal* 
relig,immortal* 
bio,immun* 
health,immun* 
affect,impatien* 
negemo,impatien* 
anx,impatien* 
focusfuture,impending 
affect,impersonal 
negemo,impersonal 
social,impersonal 
cogproc,implica* 
cause,implica* 
cogproc,implicit* 
certain,implicit* 
cogproc,implie* 
cause,implie* 
cogproc,imply* 
cause,imply* 
affect,impolite* 
negemo,impolite* 
social,impolite* 
affect,importance 
posemo,importance 
drives,importance 
achiev,importance 
affect,important 
posemo,important 
drives,important 
power,important 
affect,importantly 
posemo,importantly 
adj,impossible 
cogproc,impossible 
discrep,impossible 
affect,impress* 
posemo,impress* 
social,impress* 
affect,improve* 
posemo,improve* 
drives,improve* 
achiev,improve* 
affect,improving 
posemo,improving 
drives,improving 
achiev,improving 
function,in 
prep,in 
relativ,in 
space,in 
social,in-law* 
family,in-law* 
affect,inadequa* 
negemo,inadequa* 
anx,inadequa* 
sad,inadequa* 
cogproc,inadequa* 
discrep,inadequa* 
drives,inadequa* 
achiev,inadequa* 
percept,inaudibl* 
hear,inaudibl* 
work,inc 
drives,incapab* 
achiev,incapab* 
power,incapab* 
affect,incentive* 
posemo,incentive* 
drives,incentive* 
achiev,incentive* 
bio,incest* 
sexual,incest* 
relativ,inch* 
space,inch* 
relativ,inciden* 
time,inciden* 
focuspresent,include 
focuspast,included 
focuspresent,includes 
function,including 
prep,including 
work,income* 
money,income* 
affect,incompeten* 
negemo,incompeten* 
drives,incompeten* 
achiev,incompeten* 
power,incompeten* 
cogproc,incomplet* 
tentat,incomplet* 
work,incorp* 
relativ,increas* 
motion,increas* 
adj,incredible 
affect,indecis* 
negemo,indecis* 
anx,indecis* 
cogproc,indecis* 
tentat,indecis* 
function,indeed 
adverb,indeed 
cogproc,indeed 
certain,indeed 
cogproc,indefinit* 
tentat,indefinit* 
cogproc,independ* 
cause,independ* 
bio,indigestion 
health,indigestion 
cogproc,indirect* 
tentat,indirect* 
relativ,indirect* 
space,indirect* 
social,individual* 
cogproc,induc* 
insight,induc* 
cause,induc* 
work,industr* 
affect,ineffect* 
negemo,ineffect* 
drives,ineffect* 
achiev,ineffect* 
quant,inequal* 
cogproc,inequal* 
differ,inequal* 
cogproc,inevitab* 
certain,inevitab* 
adj,inexpensive 
money,inexpensive 
cogproc,infallib* 
certain,infallib* 
drives,infallib* 
power,infallib* 
drives,infamous 
power,infamous 
social,infant 
social,infant's 
social,infants* 
bio,infect* 
health,infect* 
verb,infer 
cogproc,infer 
insight,infer 
cause,infer 
focuspresent,infer 
cogproc,inferen* 
insight,inferen* 
cause,inferen* 
adj,inferior 
affect,inferior 
negemo,inferior 
sad,inferior 
drives,inferior 
power,inferior 
relativ,inferior 
space,inferior 
affect,inferiority 
negemo,inferiority 
sad,inferiority 
drives,inferiority 
power,inferiority 
drives,inferiors 
power,inferiors 
cogproc,inferr* 
insight,inferr* 
cause,inferr* 
verb,infers 
cogproc,infers 
insight,infers 
cause,infers 
focuspresent,infers 
bio,infertil* 
health,infertil* 
number,infinit* 
relativ,infinit* 
time,infinit* 
bio,inflam* 
health,inflam* 
cogproc,influenc* 
cause,influenc* 
drives,influenc* 
power,influenc* 
adj,influential 
drives,influential 
power,influential 
cogproc,info 
insight,info 
verb,inform 
social,inform 
cogproc,inform 
insight,inform 
focuspresent,inform 
cogproc,information 
insight,information 
cogproc,informative* 
insight,informative* 
verb,informed 
social,informed 
cogproc,informed 
insight,informed 
focuspast,informed 
verb,informing 
social,informing 
cogproc,informing 
insight,informing 
verb,informs 
social,informs 
cogproc,informs 
insight,informs 
focuspresent,informs 
adj,infrequent 
relativ,infrequent 
time,infrequent 
bio,ingest* 
health,ingest* 
ingest,ingest* 
bio,inhal* 
body,inhal* 
money,inherit* 
affect,inhibit* 
negemo,inhibit* 
anx,inhibit* 
drives,inhibit* 
risk,inhibit* 
relativ,initial* 
time,initial* 
cogproc,initiat* 
cause,initiat* 
drives,initiat* 
achiev,initiat* 
relativ,initiat* 
time,initiat* 
bio,injur* 
body,injur* 
health,injur* 
social,inlaw* 
family,inlaw* 
leisure,inn 
relativ,inner* 
space,inner* 
affect,innocen* 
posemo,innocen* 
leisure,inns 
social,inquir* 
cogproc,inquir* 
insight,inquir* 
adj,insane 
affect,insecur* 
negemo,insecur* 
anx,insecur* 
drives,insecur* 
power,insecur* 
function,inside 
prep,inside 
relativ,inside 
space,inside 
function,insides 
prep,insides 
relativ,insides 
space,insides 
cogproc,insight* 
insight,insight* 
adj,insignificant 
drives,insignificant 
power,insignificant 
affect,insincer* 
negemo,insincer* 
bio,insomnia* 
health,insomnia* 
drives,inspector 
power,inspector 
affect,inspir* 
posemo,inspir* 
cogproc,inspir* 
insight,inspir* 
social,instagram 
drives,instagram 
affiliation,instagram 
leisure,instagram 
relativ,instan* 
time,instan* 
function,instead 
adverb,instead 
cogproc,instead 
differ,instead 
work,institut* 
work,instruct* 
bio,insulin 
health,insulin 
